headline,topic
"['a', 'student', '15', 'was', 'forced', 'to', 'miss', 'gcse', 'spanish', 'exam', 'because', 'teachers', 'said', 'her', ""'tailored"", 'trousers', 'were', 'too', 'tight', 'and', 'put', 'her', 'into', 'isolation', 'for', 'two', 'days']",['news']
"['want', 'to', 'grow', 'up', 'happy', 'get', 'good', 'gcses', 'quarter', 'of', 'those', 'with', 'poor', 'grades', 'say', 'they', 'believe', 'their', 'life', 'will', 'amount', 'to', 'nothing']",['news']
"['scrubbing', 'toilets', 'in', 'detention', '16-hour', 'days', 'and', 'bowing', 'to', 'teachers', 'as', 'our', 'schools', 'lag', 'behind', 'the', 'far', 'east', 'these', 'a', 'gcse', 'pupils', 'were', 'sent', 'to', 'a', 'south', 'korean', 'classroom', 'for', 'a', 'humbling', 'lesson', 'so', 'how', 'did', 'they', 'cope']",['news']
"[""'stressed"", 'science', 'teacher', 'lied', 'about', 'gcse', 'pupils', 'coursework', 'grades', 'resulting', 'in', 'the', 'whole', 'year', 'failing', '–', 'but', 'is', 'allowed', 'to', 'continue', 'teaching']",['news']
"['omg', 'writing', 'in', 'text', 'speak', 'does', 'not', 'damage', 'teenage', 'language', 'skills', 'according', 'to', 'a', 'study', 'of', 'hundreds', 'of', 'gcse', 'papers']",['news']
"['sign', 'off', 'the', 'times', 'gcse', 'pupils', 'make', 'more', 'spelling', 'mistakes', 'than', 'their', 'parents', 'generation', 'and', 'often', 'can', 'not', 'spell', ""'too"", ',', ""'of"", 'and', ""'said""]",['news']
"['new', 'gcse', 'grading', 'system', 'will', 'increase', 'pressure', 'on', 'pupils', 'says', 'headmistress']",['wires']
"['majority', 'of', 'white', 'working', 'class', 'boys', 'failing', 'to', 'get', 'good', 'gcses']",['wires']
"['gcse', 'pupils', 'from', 'poor', 'chinese', 'families', 'are', 'three', 'times', 'more', 'likely', 'to', 'achieve', 'good', 'results', 'than', 'children', 'from', 'white', 'working', 'class', 'backgrounds']",['news']
"['no', 'gcses', 'you', ""'re"", 'hired', 'says', 'apprentice', 'star', 'karren', 'brady', 'lord', 'sugar', ""'s"", 'adviser', 'reveals', 'she', 'would', 'still', 'hand', 'a', 'job', 'to', 'a', 'candidate', 'without', 'the', 'qualifications']",['news']
"['children', 'in', 'the', 'north', 'performing', 'worse', 'than', 'southern', 'colleagues', 'at', 'gcses']",['wires']
"['boarding', 'school', 'principal', ""'presided"", 'over', 'culture', 'of', 'cheating', 'and', 'gave', 'go-ahead', 'for', 'pupils', 'to', 'have', 'unlimited', 'time', 'to', 'finish', 'gcse', 'assessments']",['news']
"['fake', 'british', 'passports', 'driving', 'licences', 'utility', 'bills', 'and', 'gcse', 'certificates', 'are', 'being', 'sold', 'on', 'the', 'dark', 'web']",['news']
"['headteachers', 'welcome', 'changes', 'to', 'new', 'gcse', 'grading', 'system']",['wires']
"['gcse', 'pass', 'rate', 'at', 'fee-paying', 'schools', 'rises', 'bucking', 'national', 'trend']",['wires']
"[""'they"", 'went', 'out', 'to', 'celebrate', 'their', 'gcses', 'and', 'he', 'never', 'came', 'back', ':', 'linda', 'robson', 'cries', 'on', 'loose', 'women', 'as', 'she', 'reveals', 'her', 'son', 'held', 'brooke', 'kinsella', ""'s"", 'brother', 'ben', 'after', 'fatal', 'stabbing']",['tvshowbiz']
"['did', ""n't"", 'get', 'the', 'exam', 'results', 'you', 'wanted', 'young', 'entrepreneur', 'who', 'left', 'school', 'without', 'gcses', 'reveals', 'how', 'you', 'can', 'still', 'succeed']",['money']
"['kane', 'wilson', 'could', 'make', 'his', 'mark', 'at', 'west', 'brom', 'aged', '16', '...', 'days', 'after', 'picking', 'up', 'his', 'gcse', 'results']",['sport']
"['gcse', 'd-day', 'for', 'joey', 'essex']",['wires']
"['could', 'you', 'pass', 'a', 'gcse', 'maths', 'exam', 'test', 'questions', 'designed', 'for', '16-year-olds', 'are', 'leaving', 'adults', 'baffled']",['femail']
"[""'when"", 'your', 'family', 'keep', 'texting', 'you', 'good', 'luck', 'i', 'have', 'a', 'lot', 'of', 'people', 'to', 'disappoint', 'gcseresults', ':', 'nervous', 'pupils', 'flood', 'social', 'media', 'with', 'hilarious', 'results', 'memes']",['news']
"['resits', 'branded', 'a', 'waste', 'of', 'time', 'as', 'only', 'one', 'in', 'five', 'manages', 'to', 'improve', 'their', 'grade', 'dragging', 'gcse', 'results', 'to', 'lowest', 'in', 'a', 'decade', 'but', 'grammar', 'schools', 'buck', 'the', 'trend']",['news']
"['i', 'did', 'it', 'i', 'got', 'a', 'd', ""'"", 'joey', 'essex', 'earns', 'himself', 'a', 'gcse', 'in', 'general', 'studies', '...', 'as', 'he', 'receives', 'his', 'exam', 'results', 'on', 'tv']",['tvshowbiz']
"['gcse', 'results', 'in', 'record', 'fall', 'as', 'girls', 'outperform', 'boys', 'again']",['wires']
"['gcse', 'grades', 'in', 'english', 'and', 'maths', 'could', 'tumble', 'because', 'of', 'the', 'record', 'number', 'of', 'over-16s', 'who', 'were', 'forced', 'to', 'retake', 'the', 'exams']",['news']
"['trucker', 'who', 'worked', 'in', 'the', 'middle', 'east', 'for', 'ten', 'years', 'to', 'put', 'his', 'son', 'through', '£28,000-a-year', 'private', 'school', 'sues', 'for', 'his', 'tuition', 'fees', 'back', 'after', 'the', 'boy', 'left', 'with', 'just', 'one', 'gcse']",['news']
"['it', ""'s"", 'bronze', 'for', 'team', 'gb', ""'s"", 'youngest', 'athlete', 'gymnast', 'amy', 'tinkler', 'is', 'just', '16', 'years', 'and', '293', 'days', 'old', '...', 'and', 'just', 'one', 'month', 'ago', 'she', 'did', 'her', 'gcses']",['news']
"['she', 'was', 'so', 'badly', 'bullied', 'that', 'she', 'left', 'school', 'at', '16', 'with', 'just', 'four', 'gcses', 'now', 'amy', 'lloyd', 'is', 'having', 'the', 'last', 'laugh', 'after', 'winning', 'our', '£20,000', 'first', 'novel', 'prize']",['news']
"['mother', '27', 'who', 'left', 'school', 'with', 'no', 'gcses', 'reveals', 'how', 'she', 'started', 'a', 'multi-million', 'pound', 'fashion', 'company', 'from', 'her', 'bedroom', 'five', 'months', 'after', 'having', 'her', 'first', 'child']",['femail']
"['fears', 'for', 'schoolgirl', '16', 'who', 'has', 'been', 'missing', 'for', 'more', 'than', '24', 'hours', 'just', 'days', 'after', 'she', 'finished', 'doing', 'her', 'gcses']",['news']
"['two', '16-year-old', 'boys', 'on', 'way', 'home', 'from', 'gcse', 'exam', 'are', 'hailed', 'heroes', 'for', 'talking', 'down', 'man', 'set', 'to', 'jump', 'from', 'a', 'bridge', 'after', '10', 'others', 'walked', 'past']",['news']
"['my', 'grade', 'is', 'falling', 'faster', 'than', 'bear', 'grylls', 'hitting', 'the', 'water', ':', 'gcse', 'students', 'hit', 'out', 'at', 'the', 'presenter', 'on', 'twitter', 'after', 'his', 'infamous', 'waterslide', 'features', 'in', 'an', 'exam', 'question']",['femail']
"['what', ""'s"", 'french', 'for', 'vaping', 'and', 'selfie', 'can', 'angie', 'cover', 'her', 'floor', 'with', 'three', 'tins', 'of', 'varnish', 'and', 'how', 'big', 'is', 'this', 'sheep', 'pen', 'pupils', 'hit', 'back', 'at', 'bizarre', 'gcse', 'and', 'a-level', 'questions']",['news']
"['pupils', 'aged', '11', 'hit', 'by', 'gcse-level', 'questions', 'in', 'new', 'sats', 'which', 'experts', 'warn', 'are', ""'full"", 'of', 'tripwires']",['news']
"[""'realising"", 'the', 'only', 'thing', 'you', 'got', 'right', 'on', 'the', 'paper', 'was', 'your', 'name', ':', 'students', 'take', 'to', 'twitter', 'to', 'share', 'their', 'hilarious', 'reactions', 'after', 'sitting', 'their', ""'tricky"", 'gcse', 'maths', 'paper']",['femail']
"['millions', 'of', 'british', 'parents', 'ca', ""n't"", 'answer', 'gcse', 'maths', 'questions', 'for', '15', 'and', '16-year-olds', '...', 'so', 'can', 'you', 'fare', 'any', 'better']",['femail']
"['bomb', 'threats', 'close', '26', 'schools', 'across', 'britain', 'on', 'gcse', 'exam', 'day', 'as', 'one', 'chilling', 'call', 'warns', ""'shrapnel"", 'will', 'take', 'children', ""'s"", 'heads', 'off']",['news']
"['gcse', 'pupils', 'at', '£16,000-a-year', 'private', 'school', 'forced', 'to', 'take', 'extra', 'lessons', 'after', 'accidentally', 'being', 'taught', 'the', 'wrong', 'chemistry', 'syllabus']",['news']
"['schoolboy', '15', 'was', 'told', 'he', 'wouldn', '’', 't', 'be', 'allowed', 'to', 'sit', 'his', 'gcse', 'exams', 'because', 'he', 'had', 'a', 'man', 'bun']",['news']
"['i', 'spent', 'months', 'learning', 'about', 'the', 'menstrual', 'cycle', 'only', 'to', 'get', 'asked', 'about', 'p', '*', '*', '-up', 'rats', ""'"", 'teens', 'are', 'up', 'in', 'arms', 'at', 'today', ""'s"", ""'impossible"", 'gcse', 'biology', 'exam']",['news']
"['building', 'a', 'business', 'how', 'my', 'gcse', 'project', 'to', 'help', 'stroke', 'victims', 'turned', 'into', 'a', 'life-changing', 'international', 'enterprise']",['money']
"['a', 'to', 'zzzzz', 'gcse', 'students', 'to', 'be', 'given', 'an', 'extra', 'hour', 'in', 'bed', 'to', 'help', 'with', 'behaviour', 'and', 'exam', 'results']",['news']
"['teenage', 'boy', 'who', 'taught', 'himself', 'to', 'code', 'on', 'youtube', 'earns', '£30,000', 'from', 'his', 'tech', 'business', 'to', 'pay', 'for', 'oxbridge', 'and', 'he', 'has', ""n't"", 'even', 'done', 'his', 'gcses', 'yet']",['femail']
"['meet', 'the', 'leap', 'year', 'triplets', 'who', 'are', 'just', 'four', 'years', 'old', 'even', 'though', 'they', 'were', 'born', 'in', '2000', 'sisters', 'who', 'are', 'studying', 'for', 'their', 'gcses', 'have', 'missed', 'out', 'on', '12', 'birthdays']",['news']
"['your', 'child', ""'s"", 'life', 'in', 'their', 'hands', 'life', 'and', 'death', 'medical', 'calls', 'to', '111', 'line', 'answered', 'by', 'teenagers', 'who', 'had', 'just', 'done', 'their', 'gcses']",['news']
"['girls-only', 'school', 'pupils', ""'get"", 'better', 'gcse', 'results']",['wires']
"[""d'oh"", 'levels', 'schools', 'use', 'the', 'simpsons', 'in', 'model', 'lesson', 'plans', 'to', 'dumb', 'down', 'gcses']",['news']
"['the', '250,000', 'pupils', 'languishing', 'in', 'failing', 'schools', 'more', 'than', '300', 'institutions', 'failed', 'to', 'ensure', 'students', 'got', 'five', 'good', 'gcse', 'grades', 'or', 'met', 'government', 'standards']",['news']
"['how', 'does', 'your', 'school', 'do', 'in', 'gcses', 'new', 'results', 'tables', 'reveal', 'the', 'best', '10', 'in', 'england', 'for', 'getting', 'a', 'to', 'c', 'grades']",['news']
"['ramadan', 'exam', 'move', 'a', 'mistake', 'says', 'ofsted', 'boss', 'sir', 'michael', 'wilshow', 'argues', 'organising', 'a-levels', 'and', 'gcses', 'to', 'fit', 'with', 'religious', 'festivals', 'sets', 'a', ""'difficult"", 'precedent']",['news']
"['head', 'teacher', 'says', 'his', 'school', ""'s"", 'worst-ever', 'gcse', 'results', 'are', 'because', 'he', 'has', ""'very"", 'very', 'very', 'weak', 'students', 'and', 'many', 'of', 'them', 'are', 'asylum', 'seekers']",['news']
"['plans', 'to', 'teach', 'gcse', 'pupils', 'africans', 'came', 'to', 'britain', 'before', 'the', 'english', 'branded', 'as', ""'pro-immigration"", 'propaganda', 'by', 'critics']",['news']
"['gcse', 'pupils', 'to', 'be', 'taught', 'that', 'the', 'nation', ""'s"", 'earliest', 'inhabitants', 'were', 'africans', 'who', 'were', 'in', 'britain', 'before', 'the', 'english']",['news']
"['sit', 'exams', 'early', 'to', 'fit', 'in', 'with', 'ramadan', 'pupils', 'taking', 'gcses', 'and', 'a-levels', 'face', 'timetable', 'shake-up', 'to', 'accommodate', 'fasting', 'muslims']",['news']
"['gcse', 'and', 'a-level', 'exams', 'timetable', 'adjusted', 'to', 'lessen', 'impact', 'of', 'ramadan', 'on', 'pupils']",['wires']
"['anorexic', 'whose', 'weight', 'plummeted', 'to', 'less', 'than', '6st', 'when', 'gcse', 'stress', 'left', 'her', 'at', 'rock', 'bottom', 'fights', 'back', 'to', 'fitness', 'as', 'a', 'personal', 'trainer']",['femail']
"['humanists', 'welcome', 'ruling', 'over', 'new', 'religious', 'studies', 'gcse']",['wires']
"['gcse', 'results', 'show', 'north-south', 'divide', 'analysts', 'claim']",['wires']
"['humanists', 'to', 'mount', 'legal', 'challenge', 'over', 'religious', 'studies', 'gcses']",['wires']
"['catholic', 'schools', 'to', 'ban', 'islam', 'from', 'religious', 'gcse', 'studies', 'senior', 'muslim', 'readers', 'brand', 'decision', ""'very"", 'disappointing', 'after', 'church', 'intervention']",['news']
"['poor', 'white', 'boys', 'are', 'at', 'the', 'bottom', 'of', 'the', 'class', 'as', 'their', 'gcse', 'achievements', 'slide', 'compared', 'to', 'all', 'ethnic', 'groups', 'and', 'white', 'middle-class', 'youngsters']",['news']
"['teenage', 'schoolboy', 'banned', 'from', 'classroom', 'just', 'months', 'before', 'his', 'gcse', 'exams', 'because', 'of', 'his', 'david', 'beckham', ""'hipster"", 'haircut']",['news']
"['fury', 'after', 'children', 'as', 'young', 'as', '13', 'are', 'made', 'to', 'write', 'a', 'fictional', ""'suicide"", 'note', 'for', 'gcse', 'english', 'homework']",['news']
"['schoolboy', 'who', 'was', 'given', 'a', 'u', 'grade', 'in', 'his', 'gcse', 'physics', 'was', 'then', 'given', 'an', 'a', 'when', 'it', 'was', 'remarked', 'after', 'bungling', 'exam', 'chiefs', 'had', 'originally', 'marked', 'him', 'absent']",['news']
"['gcse', 'papers', 'could', 'go', 'to', 'china', 'for', 'marking', 'because', 'there', 'are', ""n't"", 'enough', 'examiners', 'left', 'in', 'the', 'uk']",['news']
"['speak', 'english', 'to', 'get', 'a', 'job', 'in', 'the', 'public', 'sector', 'new', 'immigration', 'bill', 'says', 'all', 'state', 'workers', 'who', 'deal', 'with', 'the', 'public', 'will', 'have', 'to', 'have', 'equivalent', 'of', 'grade', 'c', 'at', 'gcse']",['news']
"['watching', 'tv', 'and', 'spending', 'time', 'online', ""'can"", 'damage', 'gcse', 'results']",['wires']
"['just', 'one', 'hour', 'of', 'tv', 'or', 'internet', 'use', 'each', 'night', 'can', 'damage', 'a', 'child', ""'s"", 'gcse', 'chances', 'experts', 'warn']",['news']
"['gcses', '2015', 'third', 'of', 'private', 'school', 'entries', 'awarded', 'top', 'grade']",['wires']
"['pupils', 'flock', 'to', 'tougher', 'gcses', 'public', 'schools', 'back', 'o', 'level-style', 'tests']",['news']
"['vanload', 'of', 'gcse', 'biology', 'papers', 'goes', 'missing', 'police', 'called', 'in', 'after', 'courier', 'never', 'delivered', 'tests', 'to', 'examiner', 'before', 'vehicle', 'is', 'discovered', 'abandoned', '100', 'miles', 'away']",['news']
"[""'congratulations"", 'to', 'my', 'baby', ""'"", 'proud', 'mother', 'victoria', 'beckham', 'posts', 'gushing', 'message', 'after', 'son', 'brooklyn', '16', 'passes', 'his', 'gcses']",['tvshowbiz']
"['west', 'ham', 'youngster', 'reece', 'oxford', 'returns', 'to', 'school', 'to', 'pick', 'up', 'gcse', 'results', 'just', 'days', 'after', 'impressing', 'against', 'arsenal', 'in', 'victory']",['sport']
"['great', 'granddaughter', 'of', 'alexander', 'fleming', ""'s"", 'cousin', 'has', 'a', 'nobel', 'ambition', 'and', 'polly', 'is', 'a', 'star', '13', 'times', 'over', '...', 'but', 'boys', 'are', 'closing', 'the', 'gender', 'gap', 'as', 'gove', 'gcse', 'reforms', 'kick', 'in']",['news']
"['gcse', 'results', 'expected', 'to', 'show', 'small', 'rise', 'in', 'c', 'grades', 'and', 'better']",['wires']
"['gcse', 'grades', 'for', 'maths', 'and', 'english', 'expected', 'to', 'plunge', 'teachers', 'warn', 'pupils', 'to', 'be', 'prepared', 'for', 'disappointment', 'after', 'exams', 'became', 'harder', ""'for"", 'no', 'obvious', 'reason']",['news']
"['gcse', 'results', 'dip', 'after', 'gove', 'reforms', 'schools', 'braced', 'for', 'turmoil', 'after', 'warnings', 'that', 'changes', 'will', 'cause', 'top', 'grades', 'to', 'fall', 'to', 'an', 'eight-year', 'low']",['news']
"['gcses', 'punish', 'top', 'pupils', ""'for"", 'being', 'too', 'sophisticated', ':', 'leading', 'headteacher', 'says', 'the', 'most', 'intelligent', 'children', 'are', 'penalised', 'because', 'they', 'go', 'above', 'what', 'is', 'required']",['news']
"['why', 'eton', ""'s"", 'working', 'class', 'head', 'wants', 'to', 'ban', 'gcses', 'tony', 'little', 'explains', 'why', 'teenagers', 'just', 'want', 'to', 'feel', 'loved']",['home']
"['west', 'ham', 'starlet', 'reece', 'oxford', 'was', 'rejected', 'by', 'tottenham', 'before', '16-year-old', 'debutant', 'made', 'the', 'grade', 'at', 'upton', 'park', '...', 'and', 'he', 'has', ""n't"", 'even', 'collected', 'his', 'gcse', 'results', 'yet']",['sport']
"[""'dumbed"", 'down', 'exam', 'boards', 'facing', 'axe', 'in', 'huge', 'gcse', 'shake-up', 'government', 'threatens', 'to', 'tear', 'up', 'the', 'exam', 'amid', 'growing', 'anger', 'over', 'standards']",['news']
"['spot', 'the', 'difference', 'how', 'new', ""'tougher"", 'history', 'gcse', 'exam', 'will', 'ask', 'pupils', 'to', 'compare', 'these', 'two', 'images', 'of', 'parliament', '...', 'with', 'extra', 'points', 'for', 'pointing', 'out', 'presence', 'of', 'women', 'and', 'ethnic', 'minorities']",['news']
"['gcse', 'results', 'are', 'down', 'to', 'your', 'genes', 'dna', 'plays', 'a', 'bigger', 'part', 'in', 'exam', 'success', 'than', 'school', 'and', 'home', 'life', 'combined']",['sciencetech']
"['student', 'who', 'could', ""n't"", 'afford', 'rent', 'spent', 'a', 'year', 'camping', 'in', 'a', 'woman', ""'s"", 'back', 'garden', 'and', 'paid', 'by', 'getting', 'her', 'through', 'her', 'gcses']",['news']
"['scrapping', 'gcses', ""'would"", 'produce', 'rounded', 'pupils', ':', 'business', 'leader', 'says', 'schools', 'are', 'becoming', ""'exam"", 'factories', 'where', 'pupils', 'are', 'too', 'pressurised']",['news']
"['gcse', 'exam', 'system', 'to', 'be', 'reformed']",['wires']
"['the', 'baby-faced', 'suicide', 'bomber', 'pictured', 'celebrating', 'the', 'end', 'of', 'his', 'gcses', 'the', 'yorkshire', 'schoolboy', 'who', 'went', 'to', 'iraq', 'to', 'blow', 'himself', 'up', 'in', 'the', 'name', 'of', 'isis']",['news']
"['headmaster', 'is', 'suspended', 'after', 'pupil', ""'was"", 'allowed', 'to', 'sit', 'gcse', 'science', 'exams', 'before', 'classmates', 'so', 'he', 'could', 'go', 'on', 'holiday']",['news']
"['solution', 'found', 'in', 'chemistry', 'gcse', 'question', 'about', 'limestone', 'is', 'answered', 'by', 'another', 'later', 'in', 'the', 'paper']",['news']
"[""'hannah"", 'eats', 'some', 'sweets', 'calculate', 'the', 'circumference', 'of', 'jupiter', 'using', 'your', 'tracing', 'paper', 'and', 'a', 'rusty', 'spoon', ':', 'gcse', 'students', 'complain', 'about', 'hard', 'edexcelmaths', 'exam']",['news']
"['more', 'than', 'half', 'of', 'headteachers', 'say', 'the', 'marking', 'of', 'gcses', 'is', 'inaccurate', 'and', 'getting', 'worse']",['news']
"['exams', 'upheaval', 'leads', 'schools', 'to', 'ditch', 'gcses', 'and', 'switch', 'to', 'international', 'courses', 'based', 'on', 'the', 'old', 'o-level']",['news']
"['gcses', ""'rejected"", 'for', 'alternatives']",['wires']
"['eton', 'headmaster', 'slams', ""'exasperating"", 'a-level', 'and', 'gcse', 'exams', 'and', 'says', 'teacher', 'training', 'is', 'a', 'mess']",['news']
"['lucy', 'in', 'the', 'sky', '...', 'with', 'a', 'gcse', 'famous', 'beatles', 'song', 'said', 'to', 'be', 'based', 'on', 'lsd', 'trip', 'to', 'feature', 'on', 'syllabus']",['news']
"['beatles', 'tracks', 'in', 'new', 'music', 'gcse']",['wires']
"['parents', 'fury', 'after', 'school', 'publishes', 'league', 'tables', 'ranking', 'pupils', 'in', 'order', 'of', 'intelligence', 'days', 'before', 'their', 'gcses']",['news']
"['pay', 'attention', 'or', 'do', 'badly', 'at', 'gcse']",['wires']
"['exam', 'chief', 'blasted', 'for', ""'dumbing"", 'down', 'standards', 'after', ""'nonsense"", 'suggestion', 'that', 'pupils', 'should', 'use', 'google', 'during', 'gcse', 'and', 'a-level', 'tests']",['news']
"['gcse', 'pupil', 'suffers', 'so', 'badly', 'with', 'nerves', 'school', 'lets', 'her', 'take', 'in', 'her', 'pet', 'labrador', 'holly', 'to', 'help', 'keep', 'her', 'calm', 'during', 'exam']",['news']
"['to', 'pass', 'your', 'french', 'gcse', 'chat', 'about', 'rap', 'and', 'tattoos', 'latest', 'exam', 'shake-up', 'plans', 'to', 'drop', ""'my"", 'family', 'or', ""'my"", 'holiday', 'to', 'make', 'content', 'more', 'contemporary']",['news']
"['‘', 'my', 'daughter', 'became', 'hooked', 'on', 'cocaine', 'and', 'ecstasy', 'she', 'bought', 'in', 'the', 'school', 'playground', '’', 'father', '’', 's', 'heartbreaking', 'open', 'letter', 'after', 'discovering', 'gcse', 'pupil', 'had', 'been', 'sold', 'class', 'a', 'drugs', 'between', 'classes']",['news']
"['number', 'of', 'pupils', 'with', 'straight-as', 'at', 'gcse', 'is', 'up', 'a', 'third', '20,000', 'children', 'now', 'have', 'ten', 'or', 'more', 'top', 'grades']",['news']
"['schoolgirl', '16', 'hanged', 'herself', 'weeks', 'after', 'her', 'gcses', 'because', 'she', 'was', 'still', 'struggling', 'to', 'cope', 'with', 'asperger', ""'s"", 'diagnosis']",['news']
"['shocking', 'moment', 'teenage', 'bullies', 'set', 'fire', 'to', 'fellow', 'pupil', ""'s"", 'gcse', 'coursework', 'before', 'sending', 'them', 'video', 'of', 'them', 'laughing', 'and', 'stamping', 'on', 'the', 'ashes']",['news']
"['new', 'history', 'gcse', 'topics', 'revealed']",['wires']
"['talented', 'schoolboy', '16', 'found', 'hanged', ""'after"", 'he', 'was', 'bullied', 'ahead', 'of', 'final', 'gcse', 'exams']",['news']
"['no', 'more', 'lab', 'tests', 'in', 'science', 'gcses', 'exams', 'regulator', 'presses', 'ahead', 'with', 'reform', 'despite', 'fierce', 'opposition']",['news']
"['is', 'cooking', 'too', 'girly', 'for', 'boys', 'education', 'chiefs', 'think', 'it', 'is', 'so', 'they', 'whip', 'up', 'a', 'fancy', 'new', 'gcse', 'title']",['news']
"['schools', ""'stop"", 'poorer', 'gcse', 'pupils', 'taking', 'hard', 'subjects', ':', 'ploy', 'to', 'boost', 'league', 'rankings', 'by', 'denying', 'access', 'to', 'exams', 'including', 'sciences']",['news']
"['the', 'bounders', 'they', ""'ve"", 'axed', 'rounders', 'from', 'the', 'gcse', 'curriculum', 'in', ""'sexist"", 'move', 'furious', 'critics', 'say', 'could', 'sound', 'death', 'knell', 'for', 'game', 'in', 'our', 'schools']",['news']
"['double', 'the', 'number', 'of', 'secondaries', 'failing', 'after', 'gcse', 'reforms', 'newly-published', 'league', 'tables', 'show', '330', 'schools', 'fall', 'below', 'government', 'targets']",['news']
"['pupil', '16', 'who', 'describes', 'himself', 'as', ""'anti-conformist"", 'has', 'to', 'sit', 'gcse', 'in', 'isolation', 'after', 'turning', 'up', 'to', 'school', 'with', 'bleached', 'blonde', 'mohican', 'haircut']",['news']
"['schoolgirl', '15', 'kicked', 'out', 'of', 'lessons', 'just', 'months', 'before', 'her', 'gcses', 'because', 'her', 'shoes', 'were', ""n't"", 'shiny', 'enough']",['news']
"['how', 'will', 'gcse', 'and', 'a-level', 'grades', 'be', 'decided', 'and', 'when', 'will', 'students', 'get', 'their', 'results', 'after', 'exams', 'scrapped', 'due', 'to', 'coronavirus']",['news']
"['school', 'league', 'tables', 'in', 'london', 'find', 'out', 'how', 'your', 'school', 'did', 'for', 'gcse', 'and', 'a-level', 'results']",['news']
"['mum', 'reveals', 'she', 'let', 'teenage', 'daughter', 'smoke', 'cannabis', 'before', 'gcse', 'exam', 'to', ""'help"", 'imagination']",['news']
"['evening', 'standard', 'comment', 'top', 'marks', 'for', 'london', 'in', 'tough', 'new', 'gcses', 'the', 'eu', 'flow', 'slows', 'cannabis', 'debate', 'widens']",['comment']
"['london', 'gcse', 'results', '2019', 'pupils', 'in', 'capital', 'surge', 'ahead', 'despite', 'harder', 'exams']",['news']
"['free', 'nando', ""'s"", 'on', 'gcse', 'results', 'day', 'here', ""'s"", 'how', 'to', 'claim', 'your', 'free', 'chicken']",['lifestyle']
"['gcse', 'results', 'day', '2019', 'top', 'grades', 'rise', 'for', 'second', 'year', 'in', 'a', 'row', 'after', 'exam', 'shake-up']",['news']
"['gcse', 'results', 'day', '2019', 'live', 'latest', 'reaction', 'throughout', 'uk', 'as', 'proportion', 'of', 'students', 'receiving', 'top', 'grades', 'hits', 'highest', 'since', '2015']",['news']
"['gcse', 'grade', 'boundaries', '2019', 'this', 'year', ""'s"", 'aqa', 'edexcel', 'ocr', 'and', 'ccea', 'grading', 'system']",['news']
"['gcse', 'results', 'day', '2019', 'hundreds', 'of', 'thousands', 'of', 'students', 'to', 'collect', 'results', 'of', 'tough', 'new', 'gcses']",['news']
"['gcse', 'results', 'day', '2019', 'parents', 'can', 'harm', 'students', 'mental', 'health', 'by', 'bragging', 'about', 'results', 'on', 'facebook', 'education', 'experts', 'warn']",['news']
"['gcse', 'grade', 'boundaries', '2019', 'how', 'does', 'grading', 'system', 'work']",['news']
"['gcse', 'results', 'day', '2019', 'time', 'when', 'are', 'exam', 'results', 'released']",['news']
"['vegetarian', 'student', 'disqualified', 'from', 'gcse', 'paper', 'for', ""'obscene"", 'racial', 'comments', 'after', 'she', 'criticised', 'halal', 'meat']",['news']
"['game', 'of', 'thrones', 'star', 'bella', 'ramsey', '15', 'talks', 'about', 'juggling', 'gcses', 'with', 'fighting', 'white', 'walkers']",['news']
"['fury', 'over', 'calorie-counting', 'question', 'in', 'gcse', 'maths', 'exam', 'over', 'claims', 'it', 'was', 'a', ""'trigger"", 'for', 'those', 'with', 'eating', 'disorders']",['news']
"['london', 'study', 'spots', 'best', 'libraries', 'cafes', 'and', 'more', 'to', 'revise', 'for', 'a-levels', 'and', 'gcses']",['go']
"['gcse', 'students', 'are', ""'twice"", 'as', 'likely', 'as', 'uni', 'students', 'to', 'take', 'potentially', 'dangerous', 'study', 'drugs']",['news']
"['on-demand', 'how', 'whatsapp-style', 'tutoring', 'is', 'helping', 'disadvantaged', 'children', 'with', 'maths', 'gcse', 'homework']",['tech']
"['secondary', 'school', 'league', 'tables', '2019', 'find', 'out', 'how', 'your', 'london', 'school', 'did', 'in', 'gcse', 'and', 'a-level', 'standings']",['news']
"['school', 'reports', ""'30-year-old"", 'pupil', 'to', 'authorities', 'as', 'classmates', 'claim', 'he', 'lied', 'that', 'he', 'was', 'aged', '15', ""'to"", 'get', 'gcses']",['news']
"['emma', 'pattison', 'it', '’', 's', 'gcse', 'results', 'day', '—', 'and', 'the', 'new', 'numbers', 'add', 'up', 'to', 'change']",['comment']
"['evening', 'standard', 'comment', 'government', 'rings', 'the', 'brexit', 'alarm', 'bells', 'aussie', 'rules', 'for', 'politics', 'gcse', 'results', 'count']",['comment']
"['gcse', 'results', '2018', 'teen', 'who', 'spoke', 'no', 'english', 'gets', ""'clean"", 'sweep', 'of', '9', 'grades']",['news']
"['gcse', 'pass', 'rate', 'goes', 'up', 'but', 'fewer', 'students', 'get', 'new', 'top', '9', 'grade', 'compared', 'to', 'old', 'a', 'mark']",['news']
"['gcse', 'grade', 'boundaries', '2018', 'the', 'new', 'aqa', 'edexcel', 'and', 'ocr', 'grading', 'system', 'explained', 'for', 'results', 'day']",['news']
"['gcse', 'results', 'day', '2018', 'nervous', 'students', 'await', 'grades', 'after', 'sitting', 'tougher', 'exams', 'under', 'new', 'system']",['news']
